Pnum,Owner,Species,State.code,Closed,Clear.date,Suspected.predation,Lay.date,Expected.hatch.date,Hatch.date,Total.egg.weight,Num.eggs.weighed,Clutch.size,Num.chicks,Num.chicks.ringed,Num.dead.chicks,Num.fledglings,Mean.chick.weight,Father,Mother,Dead.ringed.chick.ids,Comments
20201P10,Sam Crofts,b,6,TRUE,04/06/2020,NA,20/04/2020,12/05/2020,13/05/2020,3.5,3,10,9,6,1,5,8.32,afh2830,avl3272,avl3433,"female unringed, fon but eggs cold, not hatched, nothing on fp"
20201P100,Keith Mc Mahon,b,6,TRUE,27/05/2020,NA,12/04/2020,04/05/2020,05/05/2020,3.1,3,10,10,10,0,10,11.32,j215837,NA,NA,"female unringed, not hatched, not hatched, male, female not ringed"
20201P101,Keith Mc Mahon,b,6,TRUE,02/06/2020,NA,14/05/2020,02/06/2020,29/05/2020,NA,NA,7,2,0,2,0,NA,NA,NA,NA,"female nest building inside, unringed, female unringed, not hatched, unsure of incubation datw, not hatched"
20201P102,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,17/04/2020,07/05/2020,08/05/2020,3.3,3,8,8,8,0,8,10.89,NA,afh2590,NA,"female ringed, not hatched, fon, no luck with male"
20201P103,Keith Mc Mahon,b,6,TRUE,19/05/2020,NA,14/04/2020,05/05/2020,05/05/2020,3.5,3,9,9,0,9,0,NA,NA,and6644,NA,"not hatched, nothing on fp"
20201P104,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,17/04/2020,09/05/2020,08/05/2020,3.3,3,10,7,7,0,7,10.39,NA,afh4464,NA,fon
20201P105,Keith Mc Mahon,b,6,TRUE,06/06/2020,NA,03/05/2020,22/05/2020,21/05/2020,3.5,3,7,6,2,2,1,9.45,NA,NA,avl6541,"only feathers and grass, no moss, female unringed, chicks very hungry didn't try to catch"
20201P106,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,17/04/2020,09/05/2020,08/05/2020,3.3,3,10,8,8,0,8,11.73,NA,afh4029,NA,"female ringed, fon"
20201P107,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,13/04/2020,06/05/2020,07/05/2020,3.4,3,11,10,10,0,10,11.34,avl3033,NA,NA,"female unringed, not hatched, not hatched, no visit during faceplating, chicks cold, warmed them up and adults came back"
20201P108,Keith Mc Mahon,b,6,TRUE,27/05/2020,NA,12/04/2020,04/05/2020,05/05/2020,3.3,3,10,10,10,0,10,12.17,avl3021,s882819,NA,"not hatched, not hatched, nothing on fp"
20201P109,Keith Mc Mahon,NA,6,TRUE,26/05/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201P11,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201P110,Keith Mc Mahon,NA,6,TRUE,26/05/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201P111,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201P112,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,19/04/2020,10/05/2020,08/05/2020,3.4,3,9,7,7,0,7,10.57,afh4472,afh4300,NA,fon
20201P113,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,21/04/2020,12/05/2020,13/05/2020,3.1,3,9,9,9,1,8,9.91,afh2937,avl3271,avl3424,"not hatched, not hatched"
20201P114,Keith Mc Mahon,c,6,TRUE,26/05/2020,NA,18/04/2020,NA,NA,3,3,4,NA,0,0,0,NA,NA,NA,NA,possibly abandoned
20201P115,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,18/04/2020,12/05/2020,NA,3.2,3,12,NA,0,0,0,NA,NA,afh3197,NA,eggs cold
20201P116,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,15/04/2020,05/05/2020,07/05/2020,3.6,3,8,8,8,0,8,10.91,afh2830,avl3034,NA,"female unringed, male, female unringed, no young counted fon"
20201P117,Keith Mc Mahon,b,6,TRUE,06/06/2020,NA,18/04/2020,08/05/2020,15/05/2020,2.8,3,8,7,7,0,7,9.93,x663704,NA,NA,"possible take over, nothing on fp"
20201P118,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,21/04/2020,11/05/2020,12/05/2020,3.1,3,8,7,7,0,7,10.66,j215531,afh4529,NA,"not hatched, not hatched, fon read beginning of ring no young count"
20201P119,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,15/04/2020,08/05/2020,NA,3.6,3,11,NA,0,0,0,NA,NA,NA,NA,"female ringed, eggs cold"
20201P12,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201P120,Keith Mc Mahon,NA,6,TRUE,26/05/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201P121,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,16/04/2020,08/05/2020,07/05/2020,3.3,3,10,9,9,0,9,11.31,z629535,avl3035,NA,"female unringed, not hatched, male"
20201P122,Keith Mc Mahon,b,6,TRUE,29/05/2020,NA,16/04/2020,06/05/2020,15/05/2020,3.3,3,8,7,0,7,0,NA,afh3220,j215823,NA,"eggs buried very far uder nest, might be a take over, fon, young looked ringing age"
20201P123,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,16/04/2020,07/05/2020,09/05/2020,3.4,3,9,9,9,0,9,11.11,NA,avl3048,NA,"female unringed, not hatched, nothing on fp"
20201P124,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,27/04/2020,16/05/2020,15/05/2020,3.7,3,7,7,7,0,7,10,afh4039,NA,NA,"female inside unringed, female unringed"
20201P125,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,25/04/2020,14/05/2020,15/05/2020,3.4,3,7,7,7,0,7,9.59,NA,afh5281,NA,"female ring starts afh52, not hatched, not hatched, dodgy fp nothing on it"
20201P126,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201P13,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201P14,Keith Mc Mahon,g,6,TRUE,04/06/2020,NA,17/04/2020,08/05/2020,08/05/2020,4.8,3,9,8,8,0,8,18.09,vs84049,te80810,NA,not hatched
20201P15,Keith Mc Mahon,b,6,TRUE,20/05/2020,NA,15/04/2020,07/05/2020,NA,3.1,3,10,NA,0,0,0,NA,NA,NA,NA,"female unringed, eggs cold, eggs cold"
20201P16,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,14/04/2020,08/05/2020,06/05/2020,3.1,3,12,12,12,0,12,10.62,j215824,j215833,NA,female seen on nest
20201P17,Keith Mc Mahon,g,6,TRUE,04/06/2020,NA,19/04/2020,10/05/2020,09/05/2020,4.8,3,9,4,4,0,4,18.88,tw41802,tw77017,NA,"female unringed, not hatched"
20201P18,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201P19,Keith Mc Mahon,g,6,TRUE,26/05/2020,NA,03/05/2020,NA,NA,NA,NA,2,NA,0,0,0,NA,NA,NA,NA,NA
20201P2,Keith Mc Mahon,g,6,TRUE,04/06/2020,NA,18/04/2020,07/05/2020,07/05/2020,5.1,3,7,7,7,0,7,17.91,NA,vz30892,NA,"not hatched, not hatched, female"
20201P20,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201P21,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201P22,Keith Mc Mahon,g,6,TRUE,02/06/2020,NA,30/04/2020,18/05/2020,19/05/2020,4.6,3,6,3,0,3,0,NA,NA,tw77187,NA,"female unringed, not hatched, not hatched"
20201P23,Keith Mc Mahon,c,6,TRUE,06/06/2020,NA,23/04/2020,16/05/2020,17/05/2020,3,3,11,8,8,0,8,8.48,NA,NA,NA,"cold, not hatched"
20201P24,Keith Mc Mahon,b,6,TRUE,31/05/2020,NA,21/04/2020,12/05/2020,12/05/2020,3.4,3,9,9,9,0,9,10.02,avl3155,j215828,NA,not hatched
20201P3,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,25/04/2020,14/05/2020,14/05/2020,3.6,3,7,7,7,0,7,11.1,z101277,abj6241,NA,"not hatched, female ringed, nothing on fp"
20201P4,Keith Mc Mahon,b,6,TRUE,20/05/2020,NA,15/04/2020,NA,NA,3.5,3,3,NA,0,0,0,NA,NA,NA,NA,abandoned
20201P5,Keith Mc Mahon,"g, b",6,TRUE,04/06/2020,NA,18/04/2020,07/05/2020,10/05/2020,4.3,3,7,5,5,0,5,18.88,ts47653,tv44297,NA,NA
20201P6,Keith Mc Mahon,g,6,TRUE,13/05/2020,NA,20/04/2020,09/05/2020,09/05/2020,5.4,3,7,6,0,6,0,NA,NA,NA,NA,"not hatched, not hatched, chicks look max 2 days old"
20201P7,Keith Mc Mahon,g,6,TRUE,13/05/2020,NA,18/04/2020,09/05/2020,08/05/2020,4.9,3,9,3,0,0,0,NA,NA,vs84191,NA,"no visits on fp chicks were a little cold, chicks bloody?"
20201P8,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201P9,Keith Mc Mahon,NA,6,TRUE,26/05/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW39,Keith Mc Mahon,g,6,TRUE,04/06/2020,NA,26/04/2020,14/05/2020,14/05/2020,4.3,3,6,6,2,1,2,15.05,NA,vz33751,NA,only saw female visiting
20201SW40,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW41,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW42,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,24/04/2020,13/05/2020,13/05/2020,3.4,3,7,7,7,0,7,10.63,afh2593,afh4851,NA,not hatched female ringed
20201SW43,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW44,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,23/04/2020,14/05/2020,NA,3.3,3,9,NA,0,0,0,NA,NA,NA,NA,"female ring starts A.., eggs cold"
20201SW45,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,24/04/2020,14/05/2020,13/05/2020,3.5,3,8,7,7,0,7,11.6,afh2945,afh5370,NA,fon
20201SW46,Keith Mc Mahon,g,6,TRUE,04/06/2020,NA,27/04/2020,16/05/2020,15/05/2020,5.4,3,7,7,6,0,6,16.58,vz30605,ta15788,NA,NA
20201SW47,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,22/04/2020,12/05/2020,12/05/2020,3,3,8,8,8,0,8,9.96,NA,avl3215,NA,"female unringed, not hatched, nothing on fp"
20201SW48,Keith Mc Mahon,b,6,TRUE,24/05/2020,NA,21/04/2020,NA,NA,3.3,3,4,NA,0,0,0,NA,NA,NA,NA,NA
20201SW49,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW49A,Keith Mc Mahon,g,6,TRUE,22/05/2020,NA,22/04/2020,15/05/2020,16/05/2020,5.2,3,11,9,0,0,0,NA,NA,NA,NA,"female ringed, male unringed, female ring tw41…, not hatched"
20201SW50,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW51,Keith Mc Mahon,NA,6,TRUE,26/05/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW52,Keith Mc Mahon,NA,6,TRUE,26/05/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW53,Keith Mc Mahon,NA,6,TRUE,22/05/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW54,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,20/04/2020,12/05/2020,13/05/2020,3.6,3,10,10,10,0,10,10.39,j215831,NA,NA,"female unringed, not hatced, not hatched"
20201SW55,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW56,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW57,Keith Mc Mahon,NA,6,TRUE,26/05/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW58,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW59,Keith Mc Mahon,g,6,TRUE,04/06/2020,NA,16/04/2020,07/05/2020,09/05/2020,5,3,9,9,9,0,9,18.23,vz32978,vs84050,NA,"not hatched, not hatched"
20201SW60,Keith Mc Mahon,b,6,TRUE,09/05/2020,TRUE,21/04/2020,10/05/2020,NA,3.6,3,7,NA,0,0,0,NA,NA,NA,NA,"female unringed, weasel"
20201SW61,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW61A,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW62,Keith Mc Mahon,b,6,TRUE,16/05/2020,TRUE,28/04/2020,17/05/2020,NA,3.3,3,7,NA,0,0,0,NA,NA,NA,NA,"female unringed, nest empty"
20201SW63,Keith Mc Mahon,NA,6,TRUE,26/05/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW64,Keith Mc Mahon,NA,6,TRUE,26/05/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW65,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,22/04/2020,14/05/2020,14/05/2020,3.2,3,10,8,8,2,6,8.91,NA,s884316,"avl3495, avl6501","not hatched, nothing on fp, retrapped female"
20201SW66,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW67,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW68,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW69,Keith Mc Mahon,b,6,TRUE,04/05/2020,TRUE,16/04/2020,04/05/2020,NA,3.2,3,6,NA,0,0,0,NA,NA,NA,NA,"no hatched female off nest, weasel dead adult abj6217"
20201SW70,Keith Mc Mahon,g,6,TRUE,04/06/2020,NA,17/04/2020,06/05/2020,08/05/2020,5.5,3,7,6,5,0,5,16.76,vz31906,vs84179,NA,"not hatched, fon"
20201SW71,Keith Mc Mahon,NA,6,TRUE,26/05/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW72,Keith Mc Mahon,b,6,TRUE,16/06/2020,NA,18/05/2020,08/06/2020,28/05/2020,NA,NA,9,4,2,2,0,7.1,j215820,NA,"avl6544, avl6545",NA
20201SW73,Keith Mc Mahon,g,6,TRUE,06/06/2020,NA,20/04/2020,11/05/2020,12/05/2020,5.6,3,9,8,8,0,8,16.94,vz31181,tr42800,NA,"female ringed, not hatched"
20201SW74,Keith Mc Mahon,b,6,TRUE,31/05/2020,NA,NA,NA,26/05/2020,NA,NA,6,4,0,0,0,NA,NA,NA,NA,NA
20201SW75,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,17/04/2020,09/05/2020,09/05/2020,3.2,3,10,10,10,0,10,11.44,avl3046,avl3047,NA,"female unringed, not hatched, nothing on fp"
20201SW76,Keith Mc Mahon,g,6,TRUE,04/06/2020,NA,16/04/2020,06/05/2020,06/05/2020,5,3,8,8,8,0,8,19.09,tr43321,tr43320,NA,not hatched
20201SW77,Sam Crofts,b,6,TRUE,04/05/2020,TRUE,14/04/2020,05/05/2020,NA,3.4,3,9,NA,0,0,0,NA,NA,NA,NA,weasel
20201SW78,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,03/05/2020,22/05/2020,21/05/2020,3.6,3,7,6,0,4,0,NA,avl6529,avl6530,NA,NA
20201SW79,Keith Mc Mahon,NA,6,TRUE,26/05/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW80,Keith Mc Mahon,b,6,TRUE,06/05/2020,TRUE,16/04/2020,08/05/2020,NA,3.3,3,10,NA,0,0,0,NA,NA,NA,NA,weasel
20201SW80A,Keith Mc Mahon,b,6,TRUE,28/05/2020,NA,28/04/2020,19/05/2020,18/05/2020,3.7,3,10,6,0,6,0,NA,NA,NA,NA,cold
20201SW81,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,beech branch came down onto box
20201SW82,Keith Mc Mahon,g,6,TRUE,04/06/2020,NA,20/04/2020,10/05/2020,09/05/2020,5.4,3,8,8,8,0,8,17.89,NA,tw77050,NA,"female unringed, nothing on fp, no birds caught"
20201SW83,Keith Mc Mahon,b,6,TRUE,26/05/2020,NA,20/04/2020,09/05/2020,12/05/2020,3.3,3,7,2,0,1,0,NA,NA,z101401,NA,"possibly a wren, box moved to hornbeam at start of breeding season, young cold did not faceplate, yd looked about 11-12"
20201SW84,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,24/04/2020,14/05/2020,13/05/2020,3.4,3,8,7,4,0,4,10.25,NA,avl3273,NA,"faceplate was off, female unringed, nothing on fp"
20201SW84A,Keith Mc Mahon,b,6,TRUE,26/05/2020,NA,12/04/2020,30/04/2020,03/05/2020,3.1,3,6,5,5,0,5,11,avl3017,z100952,NA,"fon, not hatched, female off eggs on visit, not hatched female off nest still warm, not hatched fon, female, on nest so no young counted"
20201SW85,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201SW86,Keith Mc Mahon,g,6,TRUE,26/05/2020,NA,18/04/2020,09/05/2020,07/05/2020,4.9,3,9,7,7,0,7,18.2,vz30538,tr43323,NA,"shiny but cold, fon no young count"
20201SW87,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,15/04/2020,07/05/2020,07/05/2020,3,3,10,10,10,0,10,11.26,NA,avl3036,NA,"not hatched, nothing on fp"
20201SW88,Keith Mc Mahon,b,6,TRUE,04/06/2020,NA,17/04/2020,09/05/2020,08/05/2020,3.4,3,10,9,8,0,8,11.04,avl3038,and7465,NA,"female unringed, not hatched, not hatched, not hatched, not hatched, nothing on fp"
20201SW89,Keith Mc Mahon,b,6,TRUE,31/05/2020,NA,29/04/2020,18/05/2020,17/05/2020,3.4,3,7,5,0,4,0,NA,NA,avl3422,NA,"female unringed, nothing on fp"
20201SW90,Keith Mc Mahon,b,6,TRUE,24/05/2020,NA,30/04/2020,20/05/2020,19/05/2020,3.5,3,8,3,0,3,0,NA,NA,NA,NA,"possibly wren, cold, chicks 2-3 days old"
20201W1,Sam Crofts,b,6,TRUE,01/06/2020,NA,14/04/2020,06/05/2020,06/05/2020,4.4,4,10,10,10,0,10,12.15,avl3558,afh3539,NA,female unringed
20201W10,Sam Crofts,b,6,TRUE,12/06/2020,NA,17/04/2020,07/05/2020,12/05/2020,4.5,4,8,7,7,0,7,10.57,avl7607,avl7608,NA,"egg was burried deep, new nest built on top?, eggs are cold, No PIT detected"
20201W100,Sam Crofts,g,6,TRUE,01/06/2020,NA,15/04/2020,06/05/2020,07/05/2020,4.6,3,9,9,9,0,9,17.57,tl38410,vz33930,NA,"greti male may not be tagged, female ringed"
20201W101,Sam Crofts,b,6,TRUE,01/06/2020,NA,17/04/2020,10/05/2020,10/05/2020,5.4,4,11,10,10,0,10,11.09,s883122,afh3718,NA,eggs are cold
20201W102,Sam Crofts,b,6,TRUE,01/06/2020,NA,17/04/2020,06/05/2020,06/05/2020,5.4,4,8,8,8,0,8,11.09,afh5092,avl3523,NA,no PIT detected
20201W103,Sam Crofts,g,6,TRUE,12/06/2020,NA,25/04/2020,13/05/2020,13/05/2020,5,3,6,5,4,3,1,13.48,NA,tw41888,"ty68243, ty68244, ty68245","female ringed, No PIT detected"
20201W103A,Sam Crofts,g,6,TRUE,01/06/2020,TRUE,21/04/2020,11/05/2020,NA,4.5,3,8,NA,0,0,0,NA,NA,NA,NA,eggs are cold
20201W104,Sam Crofts,b,6,TRUE,01/06/2020,TRUE,23/04/2020,NA,NA,4.5,4,7,NA,0,0,0,NA,NA,NA,NA,"eggs are cold, eggs now gone probably weasel"
20201W105,Sam Crofts,g,6,TRUE,01/06/2020,NA,17/04/2020,05/05/2020,07/05/2020,6.2,4,6,5,4,0,4,19.7,vs83940,ty68014,NA,"female unringed, one bird escaped"
20201W11,Sam Crofts,b,6,TRUE,01/06/2020,NA,08/05/2020,27/05/2020,23/05/2020,NA,NA,7,7,0,0,0,NA,NA,NA,NA,"No PIT detected, walking past box and faceplate had fallen to the floor, faceplate catch was old and broken new box required."
20201W12,Sam Crofts,g,6,TRUE,01/06/2020,NA,17/04/2020,07/05/2020,07/05/2020,6.7,4,8,8,8,0,8,18.75,tl38664,NA,NA,eggs are cold
20201W13,Sam Crofts,b,6,TRUE,01/06/2020,NA,15/04/2020,06/05/2020,06/05/2020,4.4,4,9,9,9,3,6,11.72,abj6366,afh3318,"avl3940, avl3935, avl3938",early incubation eggs warmish
20201W14,Sam Crofts,b,6,TRUE,04/06/2020,NA,16/04/2020,07/05/2020,07/05/2020,3.8,4,9,8,8,0,8,10.49,afh5184,avl3613,NA,NA
20201W15,Sam Crofts,b,6,TRUE,04/06/2020,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20201W16,Sam Crofts,b,6,TRUE,04/06/2020,NA,11/04/2020,02/05/2020,03/05/2020,4.5,4,9,9,9,0,9,11.44,afh2580,afh5549,NA,FON
20201W17,Sam Crofts,b,6,TRUE,04/06/2020,NA,14/04/2020,05/05/2020,05/05/2020,4.6,4,9,7,7,0,7,10.73,j215704,NA,NA,eggs are cold
20201W18,Sam Crofts,g,6,TRUE,04/06/2020,NA,18/04/2020,07/05/2020,07/05/2020,5.3,3,8,7,7,0,7,17.49,NA,tw41822,NA,eggs are cold
20201W19,Sam Crofts,g,6,TRUE,24/05/2020,NA,20/04/2020,11/05/2020,10/05/2020,5.8,4,9,9,0,0,0,NA,NA,NA,NA,"0110178ec8, No PIT detected"
20201W2,Sam Crofts,b,6,TRUE,01/06/2020,NA,14/04/2020,05/05/2020,05/05/2020,4.7,4,9,9,9,0,9,11.66,avl3519,z101715,NA,"female ringed, faceplate didn't fit well"
20201W20,Sam Crofts,b,6,TRUE,28/05/2020,NA,25/04/2020,14/05/2020,14/05/2020,4.8,4,7,4,0,1,0,NA,NA,avl7694,NA,No PIT detected
20201W200,Sam Crofts,b,6,TRUE,01/06/2020,NA,19/04/2020,10/05/2020,09/05/2020,4.7,4,10,10,10,0,10,10.68,afh3621,NA,NA,female unringed
20201W201,Sam Crofts,b,6,TRUE,01/06/2020,NA,14/04/2020,06/05/2020,06/05/2020,4.7,4,10,10,10,0,10,10.91,j215758,s882519,NA,female ringed
20201W202,Sam Crofts,b,6,TRUE,01/06/2020,NA,14/04/2020,05/05/2020,05/05/2020,5,4,9,6,6,0,6,11.33,s883258,s883256,NA,"female ringed, 011016ee14"
20201W203,Sam Crofts,b,6,TRUE,01/06/2020,NA,14/04/2020,06/05/2020,06/05/2020,4.6,4,10,9,9,0,9,10.76,NA,j215757,NA,female ringed
20201W204,Sam Crofts,b,6,TRUE,01/06/2020,NA,17/04/2020,07/05/2020,NA,4.5,4,8,NA,0,0,0,NA,NA,NA,NA,"female ringed, eggs are cold, eggs are cold, eggs are cold, abandoned, eggs are cold"
20201W205,Sam Crofts,b,6,TRUE,01/06/2020,NA,13/04/2020,05/05/2020,05/05/2020,4.7,4,10,10,10,0,10,11.28,afh5051,afh3196,NA,NA
20201W206,Sam Crofts,b,6,TRUE,01/06/2020,NA,15/04/2020,06/05/2020,05/05/2020,3.4,3,9,9,9,0,9,11.58,and6281,abj6364,NA,female ringed
20201W207,Sam Crofts,b,6,TRUE,01/06/2020,NA,13/04/2020,05/05/2020,05/05/2020,3.4,3,10,9,9,0,9,11.19,abj6327,afh5048,NA,"Female ringed, female ringed"
20201W208,Sam Crofts,b,6,TRUE,12/06/2020,NA,13/04/2020,05/05/2020,NA,4,4,10,NA,0,0,0,NA,NA,NA,NA,"eggs are cold, eggs are cold, abandoned"
20201W209,Sam Crofts,b,6,TRUE,04/06/2020,NA,10/04/2020,02/05/2020,03/05/2020,4.6,4,10,9,9,0,9,11.22,z626670,kr81647,NA,"female ringed, FON"
20201W21,Sam Crofts,g,6,TRUE,04/06/2020,NA,20/04/2020,09/05/2020,09/05/2020,6.8,4,9,6,4,0,4,18.3,tw41699,NA,NA,NA
20201W210,Sam Crofts,b,6,TRUE,04/06/2020,NA,10/04/2020,01/05/2020,03/05/2020,4.3,4,9,9,9,0,9,11.26,j215796,z030582,NA,"Female ringed, female ringed, female ringed"
20201W211,Sam Crofts,b,6,TRUE,04/06/2020,NA,15/04/2020,07/05/2020,06/05/2020,3.8,3,10,10,10,0,10,11.49,s882727,afh3717,NA,eggs are cold
20201W22,Sam Crofts,g,6,TRUE,04/06/2020,NA,19/04/2020,07/05/2020,07/05/2020,4.7,3,7,7,7,0,7,17.71,ty68048,ty68011,NA,"No PIT detected, No PIT detected"
20201W23,Sam Crofts,b,6,TRUE,04/06/2020,NA,17/04/2020,07/05/2020,07/05/2020,5.1,4,9,9,9,0,9,11.67,abj6289,j215715,NA,NA
20201W24,Sam Crofts,g,6,TRUE,04/06/2020,NA,16/04/2020,07/05/2020,05/05/2020,6.3,4,9,9,9,0,9,18.38,tw41818,tw41884,NA,"dead bluti in box AFH3516, eggs are cold, female 0700ee350b"
20201W25,Sam Crofts,b,6,TRUE,04/06/2020,NA,14/04/2020,04/05/2020,06/05/2020,4.5,4,8,8,8,0,8,11.08,afh3834,j215698,NA,eggs are cold
20201W26,Sam Crofts,b,6,TRUE,04/06/2020,NA,14/04/2020,04/05/2020,04/05/2020,3.9,4,8,9,9,0,9,10.46,z626226,z031681,NA,NA
20201W27,Sam Crofts,b,6,TRUE,04/06/2020,NA,14/04/2020,06/05/2020,06/05/2020,4.9,4,10,9,9,0,9,11.91,abj6303,afh3821,NA,eggs are cold
20201W28,Sam Crofts,b,6,TRUE,04/06/2020,NA,21/04/2020,12/05/2020,12/05/2020,4.6,4,9,9,9,0,9,10.79,avl7669,afh5515,NA,female ringed
20201W29,Sam Crofts,g,6,TRUE,04/06/2020,NA,15/04/2020,05/05/2020,05/05/2020,7,4,8,7,7,0,7,19.03,tw41881,vz30524,NA,"eggs are cold, female ringed"
