Pnum,Owner,Species,State.code,Closed,Clear.date,Suspected.predation,Lay.date,Expected.hatch.date,Hatch.date,Total.egg.weight,Num.eggs.weighed,Clutch.size,Num.chicks,Num.chicks.ringed,Num.dead.chicks,Num.fledglings,Mean.chick.weight,Father,Mother,Dead.ringed.chick.ids,Comments
20211B178,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,15/05/2021,NA,NA,3.4,3,4,NA,0,0,0,NA,NA,NA,NA,NA
20211B179,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B180,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B181,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,29/04/2021,19/05/2021,NA,2.6,3,8,6,6,0,6,11.3,afh2782,avl5456,NA,one egg was crakced
20211B182,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,25/04/2021,15/05/2021,18/05/2021,3.5,3,8,8,8,0,8,11.19,avl6166,NA,NA,cold but shiny
20211B183,Keith Mc Mahon,b,6,TRUE,24/05/2021,NA,15/04/2021,09/05/2021,NA,3.4,3,12,NA,0,0,0,NA,NA,NA,NA,"not hatched, eggs cold"
20211B184,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B196,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,21/04/2021,09/05/2021,12/05/2021,NA,NA,7,5,5,0,5,10.78,avl6187,NA,NA,"not hatched, not hatche fon ringe, fon"
20211B197,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,13/04/2021,07/05/2021,10/05/2021,3.4,3,12,11,11,0,11,10.49,afh4342,NA,NA,"female ringed, not hatched, not hatched fur, male, female very vigilant, can't get near the box without being seen"
20211B198,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B199,Keith Mc Mahon,NA,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B2,Keith Mc Mahon,NA,6,TRUE,16/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B200,Keith Mc Mahon,b,6,TRUE,20/05/2021,NA,20/04/2021,13/05/2021,16/05/2021,3.1,3,11,11,0,11,0,NA,NA,NA,NA,"not hatched fon, not hatched, not hatched"
20211B201,Keith Mc Mahon,NA,6,TRUE,24/05/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B203,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B208,Keith Mc Mahon,g,6,TRUE,07/06/2021,NA,24/04/2021,12/05/2021,16/05/2021,4.2,3,6,6,6,0,6,16.83,ty68248,vz33698,NA,"not hatched, not hatched, not hatched, fon"
20211B211,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,19/04/2021,12/05/2021,19/05/2021,3.6,3,11,11,8,0,8,7.56,avl7210,avl5023,NA,not hatched fon ringed
20211B212,Keith Mc Mahon,NA,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B213,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B214,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,21/04/2021,12/05/2021,17/05/2021,2.9,3,9,7,7,0,7,10.86,NA,avl3018,NA,"fon ringed, not hatched, not hatched female ring avl30, not hatched, not hatched, adults not going in box for fp"
20211B215,Keith Mc Mahon,NA,6,TRUE,24/05/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B216,Keith Mc Mahon,g,6,TRUE,07/06/2021,NA,21/04/2021,11/05/2021,14/05/2021,5,3,8,6,5,0,5,16.74,NA,ty69127,NA,"fon unringed, not hatched fon unringed, nothing on faceplate, only female calling aorund the nest"
20211B217,Keith Mc Mahon,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B218,Keith Mc Mahon,NA,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B219,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,24/04/2021,12/05/2021,17/05/2021,3,3,6,6,5,0,5,11.16,afh3290,s882605,NA,011016a57e
20211B220,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B221,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B222,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B223,Keith Mc Mahon,NA,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"recorder, hornet"
20211B26,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B27,Keith Mc Mahon,g,6,TRUE,17/05/2021,NA,20/04/2021,09/05/2021,13/05/2021,5,3,7,4,0,1,0,NA,NA,NA,NA,fon ringed
20211B28,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B29,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B3,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B30,Keith Mc Mahon,b,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,fleas
20211B31,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B32,Keith Mc Mahon,g,6,TRUE,02/06/2021,NA,15/04/2021,03/05/2021,09/05/2021,5.4,3,6,6,5,0,5,14.18,tw77004,vz33287,NA,"fon not hatched, not hatched, not hatched still warm, not hactched, no yn fon"
20211B33,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B34,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,21/04/2021,12/05/2021,17/05/2021,3.2,3,9,9,9,0,9,10.8,j215733,afh3283,NA,"not hatched fon ring ends with a 3, not hatched, not hatched, not hatched, fon ringed"
20211B35,Keith Mc Mahon,g,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,recorder
20211B36,Keith Mc Mahon,g,6,TRUE,07/06/2021,NA,23/04/2021,13/05/2021,15/05/2021,4.5,3,8,6,5,0,5,17.38,ty68250,vz30536,NA,"fon ring starts TY, not hatched, not hatched"
20211B37,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B38,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,25/04/2021,16/05/2021,27/05/2021,3.1,3,9,7,7,0,7,10.76,abj6418,s884676,NA,"not hatch, not hatched"
20211B39,Keith Mc Mahon,g,6,TRUE,07/06/2021,NA,23/04/2021,12/05/2021,14/05/2021,4.8,3,7,5,5,0,5,17.98,vb55885,vz33687,NA,not hatched
20211B4,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B40,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B42,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B43,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B44,Keith Mc Mahon,NA,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B45,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B46,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B47,Keith Mc Mahon,b,6,TRUE,25/05/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B48,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B49,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B5,Keith Mc Mahon,g,6,TRUE,16/06/2021,NA,22/04/2021,13/05/2021,17/05/2021,4.6,3,9,8,8,0,8,16.6,vz33282,vz32629,NA,female rings vz32
20211B51,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B52,Keith Mc Mahon,g,6,TRUE,07/06/2021,NA,27/04/2021,15/05/2021,17/05/2021,4.3,3,6,5,5,0,5,17.42,tw77194,ty68258,NA,NA
20211B53,Keith Mc Mahon,b,6,TRUE,24/05/2021,NA,19/04/2021,12/05/2021,NA,3.4,3,11,NA,0,0,0,NA,NA,NA,NA,"female ringed but tag not working, eggs cold"
20211B54,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B55,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B56,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,26/04/2021,15/05/2021,21/05/2021,3.5,3,7,7,7,0,7,9.29,avl3039,avl5453,NA,"not hatched fon ringed, not hatched female ring ends with 3, not hatched"
20211B57,Keith Mc Mahon,g,6,TRUE,07/06/2021,NA,23/04/2021,13/05/2021,14/05/2021,5.5,3,8,5,2,3,2,21.25,vz33298,tr42599,NA,"fon ringed, not hatched, not hatched"
20211B58,Keith Mc Mahon,g,6,TRUE,24/05/2021,NA,03/05/2021,NA,NA,4.7,3,4,NA,0,0,0,NA,NA,NA,NA,NA
20211B59,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,23/04/2021,14/05/2021,18/05/2021,3.2,3,9,8,8,0,8,11.19,z101406,NA,NA,NA
20211B60,Keith Mc Mahon,g,6,TRUE,28/06/2021,NA,30/04/2021,20/05/2021,22/05/2021,4.4,3,8,3,3,0,3,16.97,te80930,NA,NA,"recorder, fur, not hatched fon not ringed, not hatched, not hatched, not hatched, one egg cracked, may not hatch, no catch"
20211B62,Keith Mc Mahon,g,6,TRUE,28/06/2021,NA,03/06/2021,20/06/2021,NA,NA,NA,5,NA,0,0,0,NA,NA,ty69125,NA,NA
20211B62A,Keith Mc Mahon,g,6,TRUE,26/05/2021,NA,21/04/2021,10/05/2021,12/05/2021,5,3,7,7,0,7,0,NA,ty69126,ty69125,NA,"fon unringed, not hatched, not hatched fon, nothing on fp, chicks look about 9 days old"
20211B63,Keith Mc Mahon,g,6,TRUE,07/06/2021,NA,29/04/2021,NA,NA,NA,NA,7,NA,0,0,0,NA,NA,NA,NA,fleas
20211B64,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,20/04/2021,10/05/2021,18/05/2021,3.1,3,8,7,6,0,6,10.15,avl5452,avl6164,NA,NA
20211B65,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B66,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B67,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B68,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,18/05/2021,07/06/2021,02/06/2021,NA,NA,8,6,3,5,0,7.9,NA,abj6413,"atr8013, atr8012, atr8014","fon ringed, not hatched, not hatch, not hatched"
20211B69,Keith Mc Mahon,b,6,TRUE,16/06/2021,NA,25/04/2021,15/05/2021,17/05/2021,3.7,3,8,7,7,0,7,10.91,NA,avl6162,NA,"not hatched, not hatched, not hatched, one egg on the ground outside the box, no visits during faceplate"
20211B7,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B70,Keith Mc Mahon,g,6,TRUE,16/06/2021,NA,24/04/2021,17/05/2021,20/05/2021,4.7,3,11,9,9,0,9,18.66,vz33292,vz33285,NA,"not hatched, not hatched"
20211B71,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B72,Keith Mc Mahon,g,6,TRUE,25/05/2021,NA,28/04/2021,17/05/2021,20/05/2021,5.2,3,7,7,0,7,0,NA,NA,NA,NA,"fur, not hatched, not hatched, young look about 3 days old"
20211B75,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B76,Keith Mc Mahon,g,6,TRUE,07/06/2021,NA,20/04/2021,09/05/2021,11/05/2021,4.5,3,7,7,4,0,4,15.5,tv44238,vz32977,NA,"not hatched, not hatched"
20211B77,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B78,Keith Mc Mahon,NA,6,TRUE,24/05/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B79,Keith Mc Mahon,g,6,TRUE,07/06/2021,NA,22/04/2021,10/05/2021,14/05/2021,5.4,3,6,5,5,0,5,18.26,te80832,ty70197,NA,"not hatched, not hatched, not hatched"
20211B79A,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,22/05/2021,11/06/2021,30/05/2021,NA,NA,8,8,6,3,3,8.65,NA,NA,"atr4200, atr4197, atr8001",nothing on faceplate
20211B8,Keith Mc Mahon,b,6,TRUE,07/06/2021,NA,30/04/2021,20/05/2021,NA,3,3,8,NA,0,0,0,NA,NA,NA,NA,"not hatched, not hatched, not hatched, not hatched, not hatched, not hatched, not hatched, not hatched, not hatched female still sitting"
20211B80,Keith Mc Mahon,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B80A,Keith Mc Mahon,NA,6,TRUE,07/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B81,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B84,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B95,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B96,Keith Mc Mahon,b,6,TRUE,16/06/2021,NA,22/04/2021,13/05/2021,15/05/2021,3.3,3,9,8,8,0,8,11.29,avl7882,s884764,NA,NA
20211B97,Keith Mc Mahon,b,6,TRUE,28/06/2021,NA,22/04/2021,13/05/2021,14/05/2021,3.2,3,9,9,8,2,6,8.26,avl5906,avl5442,"avl6986, avl6984","not hatched, male also seen at b99a"
20211B98,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B99,Keith Mc Mahon,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211B99A,Keith Mc Mahon,b,6,TRUE,16/06/2021,NA,18/04/2021,09/05/2021,11/05/2021,3.2,3,10,9,8,0,8,9.96,avl5906,abj6500,NA,"not hatch, not hatched"
20211CP1,Kristina,g,6,TRUE,02/06/2021,TRUE,05/05/2021,23/05/2021,23/05/2021,7.3,4,6,5,0,5,0,NA,NA,tr43344,NA,"not sure about species, FON, FON, ringed, faceplating"
20211CP10,Kristina,g,6,TRUE,13/06/2021,TRUE,28/05/2021,14/06/2021,NA,5.4,3,5,NA,0,0,0,NA,NA,NA,NA,"FON, all eggs broken"
20211CP100,Kristina,b,6,TRUE,04/06/2021,NA,18/04/2021,09/05/2021,11/05/2021,5,4,9,9,9,0,9,11.28,j215697,avl4914,NA,"FON, FON, female ringed, faceplating, adult catching"
20211CP101,Kristina,b,6,TRUE,04/06/2021,NA,16/04/2021,08/05/2021,12/05/2021,4.6,4,10,9,9,0,9,11.19,s882659,afh5454,NA,"2 bluti alarming, FON, female ringed, FON, 2 bluti alarming, faceplating, adult catching, adult catching, caught again only female, adult catching"
20211CP102,Kristina,b,6,TRUE,11/06/2021,NA,22/04/2021,13/05/2021,17/05/2021,4.3,4,9,9,9,0,9,10.86,abj6302,z630539,NA,"FON, FON, ringed, not hatched, FON, not hatched, faceplating"
20211CP103,Kristina,b,6,TRUE,11/06/2021,NA,29/04/2021,17/05/2021,21/05/2021,4,4,6,5,5,0,5,10.8,NA,atr6995,NA,"FON, faceplating, nothing recorded, FON, not hatched, FON, not hatched, FON, not hatched, adult catching, no male around, no male around to catch"
20211CP104,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP105,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP106,Kristina,b,6,TRUE,06/06/2021,NA,20/04/2021,10/05/2021,12/05/2021,4.8,4,8,8,8,0,8,10.76,avl7492,afh2754,NA,"FON, female might be ringed?, bluti alarming, 2 bluti alarming, FON, ringed, faceplating, adult catching"
20211CP107,Kristina,b,6,TRUE,21/06/2021,NA,01/05/2021,20/05/2021,23/05/2021,4.9,4,7,7,7,0,7,10.99,atr7064,abj6491,NA,"FON, female ringed, not hatched, not hatched, FON, faceplating, adult catching"
20211CP108,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP109,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP11,Kristina,g,6,TRUE,11/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,inactive
20211CP110,Kristina,b,6,TRUE,09/06/2021,NA,27/04/2021,19/05/2021,NA,4.6,4,10,NA,0,0,0,NA,NA,NA,NA,"2 bluti outside the box, faceplate down, FON, eggs cold, nest looks destroyed, nest entry hole enlarged, old eggs removed"
20211CP111,Kristina,b,6,TRUE,09/06/2021,NA,22/04/2021,15/05/2021,19/05/2021,4.5,4,11,10,8,1,8,8.33,and7346,atr6918,NA,"bluti alarming, FON, faceplating, adult catching"
20211CP112,Kristina,b,6,TRUE,11/06/2021,NA,26/04/2021,17/05/2021,22/05/2021,4.4,4,9,7,6,0,6,11.55,afh2854,afh2893,NA,"bluti flew out of box, FON, female ringed, FON, not hatched, 2 bluti alarming, not hatched, bluti in box ringed, faceplating, adult catching"
20211CP113,Kristina,b,6,TRUE,09/06/2021,NA,25/04/2021,17/05/2021,17/05/2021,4.8,6,10,8,8,2,6,10.1,NA,f938669,"atr6987, atr6994","bluti alarming, FON, female ringed, FON, not hatched, faceplating, adult catching, only caught female, male not around"
20211CP114,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP115,Kristina,b,6,TRUE,09/06/2021,NA,18/04/2021,11/05/2021,13/05/2021,4.8,4,11,11,11,0,11,11.38,afh2853,s882784,NA,"FON, female ringed, FON, 2 bluti alarming"
20211CP116,Kristina,b,6,TRUE,21/06/2021,NA,10/05/2021,29/05/2021,28/05/2021,5.2,4,8,8,7,0,7,10.66,afh3790,afh5652,NA,"FON, FON, faceplating, adult catching"
20211CP117,Kristina,b,6,TRUE,11/05/2021,NA,19/04/2021,11/05/2021,NA,4.8,4,10,NA,0,0,0,NA,NA,NA,NA,"bluti alarming, bluti alarming, bluti alarming, FON, branch fell on nest box"
20211CP118,Kristina,b,6,TRUE,09/06/2021,NA,24/04/2021,16/05/2021,17/05/2021,3.3,3,10,10,10,0,10,10.72,afh2779,afh4117,NA,"bluti alarming, FON, female ringed, FON, not hatched, faceplating, adult catching"
20211CP119,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP12,Kristina,NA,6,TRUE,11/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,bluti alarming
20211CP120,Kristina,b,6,TRUE,09/06/2021,NA,25/04/2021,15/05/2021,18/05/2021,4.2,4,8,8,8,0,8,11.25,atr6890,atr6891,NA,"FON, female unringed, not hatched, not hatched, bluti in box unringed, faceplating, both unringed, adult catching"
20211CP121,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,bluti flew out of box
20211CP122,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP123,Kristina,b,6,TRUE,21/06/2021,NA,26/04/2021,NA,NA,NA,NA,1,NA,0,0,0,NA,NA,NA,NA,"still only one egg, still only one egg, likely abandoned, egg removed"
20211CP124,Kristina,NA,6,TRUE,21/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP125,Kristina,b,6,TRUE,09/06/2021,NA,26/04/2021,18/05/2021,20/05/2021,4,4,10,10,10,0,10,10.21,afh3630,avl5113,NA,"FON, female ringed, FON, not hatched, faceplating"
20211CP126,Kristina,b,6,TRUE,09/06/2021,NA,22/04/2021,NA,NA,4.5,4,9,NA,0,0,0,NA,NA,NA,NA,"eggs cold, old eggs removed, hornet in box"
20211CP127,Kristina,b,6,TRUE,06/06/2021,NA,21/04/2021,15/05/2021,16/05/2021,3.3,3,12,12,12,0,12,10.69,avl4910,z628895,NA,"FON, not hatched, faceplating, adult catching"
20211CP128,Kristina,b,6,TRUE,20/05/2021,NA,19/04/2021,11/05/2021,10/05/2021,4.1,4,10,9,0,9,0,NA,NA,afh3755,NA,"1 bluti ringed, faceplating"
20211CP129,Kristina,b,6,TRUE,01/06/2021,NA,21/04/2021,11/05/2021,11/05/2021,4.7,4,8,8,8,0,8,10.83,avl5186,avl4656,NA,"FON, female ringed, faceplating"
20211CP13,Kristina,g,6,TRUE,17/05/2021,NA,17/04/2021,06/05/2021,07/05/2021,4.6,3,7,7,0,6,0,NA,NA,NA,NA,"greti alarming, faceplating, both parents seem unringed"
20211CP130,Kristina,b,6,TRUE,18/06/2021,NA,24/04/2021,15/05/2021,NA,3.4,3,9,NA,0,0,0,NA,NA,NA,NA,"not hatched, eggs cold, eggs cold, eggs cold, old eggs removed"
20211CP131,Kristina,NA,6,TRUE,18/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP132,Kristina,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP133,Kristina,b,6,TRUE,04/06/2021,NA,23/04/2021,12/05/2021,13/05/2021,5.4,4,7,5,5,0,5,11.3,avl5212,atr6748,NA,"heavy eggs but it's a bluti box?, FON, female unringed, FON, FON, unringed, faceplating, both unringed, adult catching, 2 old eggs in nest"
20211CP134,Kristina,b,6,TRUE,03/06/2021,NA,19/04/2021,12/05/2021,13/05/2021,4.8,4,11,9,9,1,9,10.67,afh2769,j215635,NA,"bluti alarming, 2 bluti alarming, FON, faceplating"
20211CP135,Kristina,b,6,TRUE,05/06/2021,NA,24/04/2021,NA,NA,3.8,3,9,NA,0,0,0,NA,NA,NA,NA,"2 bluti alarming, eggs cold, all eggs removed"
20211CP136,Kristina,b,6,TRUE,05/06/2021,NA,18/04/2021,09/05/2021,NA,5,4,9,NA,0,0,0,NA,NA,NA,NA,"bluti alarming, 2 bluti alarming, FON, female ringed, eggs cold, still cold, eggs cold, not hatched, eggs cold, all eggs removed"
20211CP137,Kristina,b,6,TRUE,09/06/2021,NA,23/04/2021,16/05/2021,17/05/2021,4.8,4,11,11,11,0,11,11.04,afh2772,afh2777,NA,"FON, FON, not hatched, faceplating, adult catching"
20211CP138,Kristina,b,6,TRUE,05/06/2021,NA,19/04/2021,11/05/2021,NA,4.3,4,10,NA,0,0,0,NA,NA,NA,NA,"bluti alarming, b in box, ringed, not hatched, eggs cold, eggs cold, not hatched, eggs cold, all eggs removed"
20211CP139,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP14,Kristina,NA,6,TRUE,11/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
20211CP140,Kristina,b,6,TRUE,12/05/2021,NA,16/04/2021,06/05/2021,07/05/2021,5.2,4,8,8,0,8,0,NA,NA,j215643,NA,"FON, 2 bluti alarming, FON, FON, FON, 8 dead young"
20211CP141,Kristina,b,6,TRUE,01/06/2021,NA,14/04/2021,09/05/2021,08/05/2021,4.2,4,13,13,13,0,13,9.25,s883457,and6341,NA,"faceplating:both unringed, bluti alarming, adult catching, chick ringing"
20211CP142,Kristina,b,6,TRUE,05/06/2021,NA,20/04/2021,13/05/2021,NA,5.1,4,11,NA,0,0,0,NA,NA,afh3506,NA,"FON, not hatched, eggs cold, eggs cold, all eggs removed"
20211CP143,Kristina,b,6,TRUE,05/06/2021,NA,17/04/2021,10/05/2021,12/05/2021,3.3,3,11,11,11,0,11,11.25,afh3969,s882794,NA,"FON, FON, FON, faceplating"
20211CP144,Kristina,b,6,TRUE,09/06/2021,NA,17/04/2021,NA,NA,3,3,8,NA,0,0,0,NA,NA,NA,NA,"eggs cold and covered, eggs cold, old eggs removed"
20211CP145,Kristina,b,6,TRUE,09/06/2021,NA,23/04/2021,15/05/2021,17/05/2021,4.6,4,10,6,6,0,6,11.28,afh4296,z101486,NA,"FON, female ringed, FON, ringed, faceplating"
20211CP146,Kristina,b,6,TRUE,21/06/2021,NA,25/04/2021,15/05/2021,17/05/2021,4.6,4,8,8,8,0,8,11.09,z627910,avl7485,NA,"FON, FON, not hatched, faceplating, adult catching"
20211CP147,Kristina,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
