"model","mean_lifespan","var_lifespan","skew_lifespan","mean_LRO","var_LRO","skew_LRO","species","sheet"
"Senescence",24.1160231211608,102.527401705032,-1.25104261265552,0.992090410196393,1.24254927367034,1.12793872072724,"Orcinus orca","Orcinus orca"
"No-senescence",24.903121637749,206.554407731026,0.808556716176751,1.0926247170283,1.77171435085982,1.57771448671129,"Orcinus orca","Orcinus orca"
"No-actuarial/Yes-reproductive",24.903121637749,206.554407731026,0.808556716176751,0.910191336517301,1.14164666540498,1.20952031011489,"Orcinus orca","Orcinus orca"
"Yes-actuarial/No-reproductive",24.1160231211608,102.527401705032,-1.25104261265552,1.04540939122432,1.35247036281142,1.12993851359389,"Orcinus orca","Orcinus orca"
