"age","sx","fx"
0,0.47558439,0
1,0.831619662,0
2,0.890146036,0.02520597267
3,0.945592621,0.2996181657
5,0.945879629,0.4993636095
6,0.922809569,0.4660727022
7,0.945468536,0.4042467315
8,0.933037484,0.428025951
9,0.897173032,0.4470493266
10,0.919762988,0.380467512
11,0.84174307,0.523142829
12,0.834238996,0.3899791998
13,0.735614382,0.2805947901
14,0.711789363,0.3899791998
15,0.6374522,0.1664545365
16,0.431528301,0.047558439
17,0.344327196,0.190233756
18,0.052631579,0
