"age","sx","fx"
0,0.70804563194236,7.5052536775743e-05
1,0.422938308246767,0.169811320754717
2,0.450125313283208,0.189473684210526
3,0.432071269487751,0.192093541202673
4,0.414948453608247,0.179123711340206
5,0.291925465838509,0.183229813664596
6,0.25531914893617,0.0957446808510638
7,0.25,0.125
8,0,0
