"age","sx","fx"
0,0.9999,0
1,0.791,0
2,0.8884,0
3,0.9366,0
4,0.9688,0
5,0.9529,0.1281
6,0.9439,0.2719
7,0.9482,0.2747
8,0.9483,0.2639
9,0.9427,0.259
10,0.9233,0.223
11,0.891,0.1975
12,0.8943,0.2303
13,0.9419,0.2607
14,0.916,0.2588
15,0.8701,0.2833
16,0.8731,0.3
17,0.788,0.2647
18,0.6329,0.2162
19,0.9278,0.2433
20,0.8648,0.1832
21,0.7455,0.2391
22,0.5517,0.3207
23,0.609,0.1302
24,0.4174,0.2138
25,0.3796,0
26,0.5,0
27,0,0
