"age","sx","fx"
0,0.8,0
1,0.966666666666667,0.0264
2,0.96551724137931,0.1552
3,0.803571428571429,0.2968
4,0.644444444444444,0.3752
5,0.517241379310345,0.292
6,0.466666666666667,0.3368
7,0.285714285714286,0.3336
8,0.35,0.07
9,0.285714285714286,0.07
10,0,0.07
