"model","mean_lifespan","var_lifespan","skew_lifespan","mean_LRO","var_LRO","skew_LRO","species","sheet"
"Senescence",8.62276393891716,27.3363109951653,0.301897321810799,0.558088582780892,0.804676837173406,1.83410790710285,"Cervus elaphus","Cervus elaphus"
"No-senescence",8.91625336789089,40.8694158664456,1.39969129153003,0.603812721183335,1.04541896068404,2.25170573064474,"Cervus elaphus","Cervus elaphus"
"No-actuarial/Yes-reproductive",8.91625336789089,40.8694158664456,1.39969129153003,0.53622012719515,0.773537159229073,1.895059533526,"Cervus elaphus","Cervus elaphus"
"Yes-actuarial/No-reproductive",8.62276393891716,27.3363109951653,0.301897321810799,0.571742146791106,0.85389653988093,1.88487059636696,"Cervus elaphus","Cervus elaphus"
